entry_i,entry_p,atr,tp,sl,hp_i,slope,intercept,resist_s,tl_err,max_dist,vol,adx,exit_i,exit_p,return
4856,2.3183277,0.001035829552114815,2.3214351539853237,2.3152201766726352,4916,-7.1866301059500866e-06,2.318411418486261,-0.006938043128116405,0.028315520007587764,0.0940416026999678,0.7326288499302953,11.885186410132478,4916.0,2.3182478,-7.9870224e-05
4917,2.3182478,0.0009366656224640718,2.3210577919723727,2.315437798237588,4977,9.317715136065345e-07,2.318224756114019,0.0009947749669250564,0.06164723926327388,0.16822735264792346,0.0,12.78479457016682,4977.0,2.3195736,0.0013258457
4990,2.3194456,0.0011601995042664212,2.322926208559186,2.3159650115335872,5050,-4.113774803100624e-05,2.319981659357295,-0.03545747768356193,0.11217669928049898,0.2955996633685009,5.691622761103339,27.27896913325103,5050.0,2.319754,0.00030827522
5062,2.3196864,0.0011205602791214807,2.323048093648644,2.3163247319739146,5122,-3.126061369185956e-05,2.32011024930532,-0.02789730661912082,0.1801607385939738,0.33415825585387327,1.2051315835088439,20.355137823193573,5122.0,2.3193514,-0.0003349781
5125,2.319389,0.0009467947700334381,2.32222948915324,2.3165487205330395,5185,-6.454331534160852e-06,2.319464564323425,-0.006817033361868807,0.034515653173578124,0.06525645656273267,5.8185810901402,9.55611745516507,5185.0,2.3210025,0.0016133785
5197,2.3212576,0.001210807938076938,2.3248900150617895,2.3176251674333277,5257,-2.651498198164341e-05,2.321559681767208,-0.021898586181847927,0.188043094128255,0.4694419772377687,0.27916809968582823,33.930477289293,5257.0,2.3216627,0.00040507317
5259,2.3217177,0.0013051776188228018,2.325633271961693,2.317802206248756,5319,-1.5922232448384543e-05,2.321909697230575,-0.012199284004536882,0.06288497415978846,0.2230656196196995,0.8803316268727757,9.635037215744484,5319.0,2.3209357,-0.00078201294
5321,2.3213756,0.0014432864722662535,2.3257054678610127,2.317045749027415,5381,-7.256239920474177e-05,2.322230122701503,-0.05027581190503646,0.21147554039530503,0.42373134989918704,5.199539084928138,38.24868968319027,5381.0,2.3211763,-0.00019931793
5391,2.3210838,0.0014560645618034874,2.325451977788804,2.3167155904179833,5451,-5.418869001925253e-05,2.3216548288720156,-0.03721585665963479,0.12090939864387092,0.3895638189654321,2.860679657787378,23.08567735697347,5451.0,2.320065,-0.0010187626
5459,2.3204045,0.0015792468223197434,2.3251422700384925,2.315666789104574,5519,3.051659319303887e-06,2.320277452961338,0.0019323510905162552,0.13159521880518085,0.3149233175225808,2.3910307887585662,31.78628958990527,5519.0,2.3207097,0.00030517578
5524,2.3208246,0.001463156351385425,2.3252140921620663,2.316435154053754,5584,2.2021206357196282e-06,2.3207602630964366,0.0015050480651876315,0.05830975074789978,0.18446616191854082,0.5603884365521252,14.980174293840678,5584.0,2.3212612,0.00043654442
5585,2.3214161,0.0013898081588955354,2.325585564079348,2.3172467151259744,5645,2.173275484430294e-05,2.3209469318389893,0.0156372336032145,0.17125216496904117,0.34301637924223916,3.0363747338001,17.806517510561655,5645.0,2.3210542,-0.0003619194
5654,2.3205686,0.0013378892441813675,2.324582229286499,2.316554893821411,5714,-6.018133847607647e-05,2.3214153082304416,-0.044982302337665064,0.14017271311972898,0.30239714157283903,0.06721910959799413,24.53831476014577,5714.0,2.322084,0.0015153885
5721,2.3220768,0.0013193036199715415,2.3260347083452664,2.3181188866254367,5781,-9.02516414264695e-06,2.32214617729187,-0.006840854528119638,0.13445593162153358,0.3825256105232675,3.4563928422466663,42.08438355347559,5781.0,2.3223908,0.00031399727
5791,2.322168,0.0013086333802742793,2.3260940119419704,2.3182422116603245,5851,-3.1614217414371716e-05,2.3225488658411,-0.024158192730606966,0.09732548414608026,0.3663817069988543,5.836922959974859,11.846056886057312,5851.0,2.322296,0.00012779236
5855,2.322518,0.001171396594414005,2.3260323000585106,2.3190039204920265,5915,-1.5344005623878579e-06,2.3223907947540283,-0.0013098898952796144,0.05315276250673923,0.19553326936786244,16.40858492291506,11.618272493814713,5915.0,2.324533,0.0020148754
5916,2.324888,0.0015659094807757626,2.329585719393865,2.320190262509211,5976,3.2536609120787373e-05,2.324169047253184,0.020778090636930372,0.09202493064543817,0.21689299223640682,39.595193719444005,41.44645933412376,5976.0,2.3245044,-0.0003836155
5987,2.3240764,0.0017859171974841392,2.3294341657007287,2.318718662515824,6047,-4.511036654286644e-05,2.32469455068747,-0.025258935076281477,0.06198902451677814,0.18887383738251812,0.020403048892825192,32.35169633369816,6047.0,2.3244083,0.00033187866
6054,2.3246539,0.0016773202934323667,2.3296858247871572,2.3196219030265635,6114,-3.6699431282879167e-07,2.3245675027370454,-0.00021879799240835318,0.08260377230541986,0.1350689249386921,1.6654246375873938,18.245742275121454,6114.0,2.3241336,-0.00052022934
6118,2.3242657,0.0016309139267893593,2.329158460240451,2.319372976679715,6178,-2.1323216370726775e-05,2.3244580612675825,-0.0130743971343135,0.08610788327373896,0.29979235070016075,1.9950989727705328,17.07412055279553,6178.0,2.3240836,-0.0001821518
6179,2.324062,0.0014480712207437616,2.3284063226557614,2.319717895331299,6239,-3.281399471214082e-05,2.324532985687256,-0.022660483988685875,0.1264989146300949,0.3976969630478528,1.4591863200643127,31.069518174494547,6239.0,2.3241086,4.6491623e-05
6242,2.324148,0.0012168947668154241,2.3277986239824533,2.3204972553815604,6302,-7.346003141703522e-06,2.3242489977412624,-0.006036679047382038,0.05647605695891474,0.1268107581888517,0.12074648454866647,17.75168161390209,6302.0,2.3241801,3.2186508e-05
6304,2.3241515,0.0010030572012980207,2.3271606875645876,2.321142344356799,6364,-1.7769076155744673e-05,2.3244011402130127,-0.01771491808518033,0.09213674758847953,0.235385736930893,2.83247891342878,22.10472946149563,6364.0,2.3249056,0.00075411797
6366,2.3251817,0.000914949056769709,2.3279265698113005,2.322436875470682,6426,-4.304061608500309e-06,2.3251684463636697,-0.004704154375213081,0.13203151939270527,0.42665367455064135,1.1522019162189794,32.70310908982488,6426.0,2.3247426,-0.00043916702
6437,2.3245864,0.0007532576859720301,2.3268461645068905,2.3223266183910587,6497,-1.745053700033559e-05,2.3248258471488947,-0.023166755979153148,0.05359681484770995,0.16604914215337152,1.7829832373758818,18.545239080203316,6497.0,2.323657,-0.0009293556
6498,2.323632,0.0007510621592902672,2.325885188354702,2.32137881539896,6558,-5.1335456939875066e-05,2.324375732224795,-0.06835047712746657,0.14018727928974037,0.5008067833753483,3.8240427430712454,56.550559685126885,6558.0,2.3239834,0.000351429
6571,2.3239906,0.000752262515209249,2.3262473709654277,2.321733795874172,6631,-1.3709726714017725e-05,2.3241628441352793,-0.018224657532223618,0.10904513689468122,0.27177643379097605,2.662595619841582,16.580892575989584,6631.0,2.3244047,0.00041413307
6632,2.3244154,0.0007191934698755468,2.3265730257373853,2.3222578649181322,6692,-2.6137001425101957e-05,2.3247606467220487,-0.03634210058890669,0.11042337460058481,0.35633146714946534,1.2352184365674117,18.105577677090857,6692.0,2.3243906,-2.4795532e-05
6699,2.324337,0.0006702000637071856,2.326347605806356,2.322326405424113,6759,-2.044057255094427e-05,2.324641308725387,-0.030499210098366807,0.0810625198966366,0.2886017226455998,4.788390948178505,23.058540117353907,6759.0,2.3247213,0.00038433075
6763,2.324966,0.0006846791633171037,2.3270199913168557,2.322911916336953,6823,-5.979138449975071e-06,2.324919060062711,-0.0087327594738061,0.19392282239616979,0.7717633243269174,0.8844820320954111,31.06326592155488,6823.0,2.3245578,-0.0004081726
6824,2.3245792,0.0007766908199851436,2.326909311351557,2.322249166431646,6884,-1.5336843911833244e-05,2.32476250047005,-0.019746395241450908,0.16873874690620422,0.46751646943571523,0.7725113345335823,17.298628059906978,6884.0,2.324675,9.584427e-05
6886,2.3248384,0.0007663132270519149,2.3271373395682406,2.3225394602059293,6946,-3.3707278115362196e-05,2.3252619862556454,-0.04398629297452887,0.1365627761068989,0.35141921288599837,0.11942295536635707,22.096897511452326,6946.0,2.3237648,-0.0010735989
6949,2.3238437,0.0009309947195285736,2.326636701733659,2.3210507334164876,7009,-1.3210102551636119e-05,2.324037657526931,-0.014189234669693183,0.18897561913624478,0.506385305253483,0.6022043759035807,35.01498135809274,7009.0,2.3242517,0.0004079342
7017,2.3242478,0.001282476397045237,2.3280952662577863,2.3204004078755145,7077,-3.058697520763319e-05,2.324666062424146,-0.02384993227017985,0.23000025960042197,0.8596545574305638,0.2504635109892094,24.649690434318096,7077.0,2.3241014,-0.00014638901
7091,2.3241837,0.0013184318524257475,2.3281389980261493,2.320228406911595,7151,4.050475711495198e-06,2.324093604007171,0.003072191940783921,0.046478591201297936,0.12369712412917078,1.7486979846439397,20.430402697411342,7151.0,2.324123,-6.0796738e-05
7152,2.324216,0.0011433658622611554,2.327645986563834,2.3207857913902674,7212,-8.379561560433615e-06,2.324317222833633,-0.007328854076386309,0.07718147473547814,0.15207465299417758,0.3472636381147141,10.142956488866092,7212.0,2.3242373,2.1457672e-05
7220,2.324298,0.001014358373400093,2.327340980088462,2.3212548298480615,7280,-5.475771344904955e-08,2.3242910809571695,-5.398261096372049e-05,0.12384540406170332,0.23272816539929672,0.42233646932345226,22.690908554951584,7280.0,2.3242085,-8.940697e-05
7289,2.324155,0.0008592110175667153,2.32673272529208,2.32157745918668,7349,-1.4073596955217467e-05,2.324322012847904,-0.016379674686986534,0.043929604943970774,0.16097370285555426,2.986192690968901,16.429713230048378,7349.0,2.3236463,-0.00050878525
7352,2.3236606,0.0008184448072689154,2.32611594652813,2.3212052776845167,7412,-6.571484476038879e-06,2.3237396184973105,-0.008029233514190645,0.06281659252400615,0.14283112478569365,1.7733156195963418,29.628096898072123,7412.0,2.322758,-0.00090265274
